Sequence,ATGNumber,position,frame
AAS52064,7.0,219.0,0.0
AAS52064,8.0,277.0,1.0
AAS52064,9.0,310.0,1.0
AAS52064,10.0,381.0,0.0
AAS52064,11.0,420.0,0.0
AAS52064,12.0,424.0,1.0
AAS52064,13.0,447.0,0.0
AAS52064,14.0,466.0,1.0
AAS52064,15.0,529.0,1.0
AAS52064,16.0,607.0,1.0
AAS52064,17.0,688.0,1.0
AAS52064,18.0,712.0,1.0
AAS52064,19.0,811.0,1.0
AAS52064,20.0,840.0,0.0
AAS52064,21.0,856.0,1.0
AAS52064,22.0,874.0,1.0
AAS51906,1.0,0.0,0.0
AAS51906,2.0,71.0,2.0
AAS51906,3.0,104.0,2.0
AAS51906,4.0,127.0,1.0
AAS51906,5.0,153.0,0.0
AAS51906,6.0,177.0,0.0
AAS51906,7.0,198.0,0.0
AAS51906,8.0,265.0,1.0
AAS51906,9.0,412.0,1.0
AAS51906,10.0,429.0,0.0
AAS51906,11.0,496.0,1.0
AAS51906,12.0,525.0,0.0
AAS51906,13.0,605.0,2.0
AAS51906,14.0,622.0,1.0
AAS51906,15.0,795.0,0.0
AAS51906,16.0,835.0,1.0
AAS51906,17.0,853.0,1.0
AAS51906,18.0,924.0,0.0
AAS51906,19.0,953.0,2.0
AAS51906,20.0,988.0,1.0
AAS51906,21.0,1214.0,2.0
AAS51906,22.0,1233.0,0.0
AAS51906,23.0,1319.0,2.0
AAS51906,24.0,1370.0,2.0
AAS51906,25.0,1399.0,1.0
AAS51906,26.0,1470.0,0.0
AAS51906,27.0,1486.0,1.0
AAS51906,28.0,1510.0,1.0
AAS51906,29.0,1543.0,1.0
AAS51906,30.0,1657.0,1.0
AAS51906,31.0,1679.0,2.0
AAS51906,32.0,1691.0,2.0
AAS51906,33.0,1699.0,1.0
AAS51888,1.0,0.0,0.0
AAS51888,2.0,10.0,1.0
AAS51888,3.0,24.0,0.0
AAS51888,4.0,211.0,1.0
AAS51888,5.0,615.0,0.0
AAS51888,6.0,819.0,0.0
AAS51888,7.0,847.0,1.0
AAS51888,8.0,868.0,1.0
AAS51888,9.0,961.0,1.0
AAS51888,10.0,1140.0,0.0
AAS51888,11.0,1197.0,0.0
AAS51888,12.0,1299.0,0.0
AAS51888,13.0,1401.0,0.0
AAS51888,14.0,1418.0,2.0
AAS51888,15.0,1465.0,1.0
AAS51888,16.0,1531.0,1.0
AAS51888,17.0,1558.0,1.0
AAS51888,18.0,1576.0,1.0
AAS51888,19.0,1597.0,1.0
AAS51888,20.0,1627.0,1.0
AAS51888,21.0,1645.0,1.0
AAS51888,22.0,1684.0,1.0
AAS51888,23.0,1758.0,0.0
AAS51888,24.0,1787.0,2.0
AAS51888,25.0,1824.0,0.0
AAS51888,26.0,1837.0,1.0
AAS51888,27.0,1857.0,0.0
AAS51888,28.0,1870.0,1.0
AAS51888,29.0,1947.0,0.0
AAS51888,30.0,1999.0,1.0
AAS51888,31.0,2128.0,1.0
AAS51888,32.0,2131.0,1.0
AAS51888,33.0,2172.0,0.0
AAS51888,34.0,2191.0,1.0
AAS51888,35.0,2304.0,0.0
AAS51888,36.0,2382.0,0.0
AAS51888,37.0,2424.0,0.0
AAS51888,38.0,2462.0,2.0
AAS51888,39.0,2646.0,0.0
AAS51888,40.0,2699.0,2.0
AAS51888,41.0,2738.0,2.0
AAS51888,42.0,2760.0,0.0
AAS51888,43.0,2781.0,0.0
AAS51888,44.0,2828.0,2.0
AAS51888,45.0,2868.0,0.0
AAS51888,46.0,2888.0,2.0
AAS51888,47.0,2933.0,2.0
AAS51888,48.0,3060.0,0.0
AAS51888,49.0,3117.0,0.0
AAS51888,50.0,3255.0,0.0
AAS51888,51.0,3291.0,0.0
AAS51888,52.0,3366.0,0.0
AAS51888,53.0,3405.0,0.0
AAS51888,54.0,3508.0,1.0
AAS51888,55.0,3567.0,0.0
AAS51888,56.0,3583.0,1.0
AAS51888,57.0,3606.0,0.0
AAS51888,58.0,3646.0,1.0
AAS51888,59.0,3717.0,0.0
AAS51888,60.0,3723.0,0.0
AAS51888,61.0,3733.0,1.0
AAS51888,62.0,3772.0,1.0
AAS51888,63.0,3790.0,1.0
AAS51888,64.0,3813.0,0.0
AAS51888,65.0,3880.0,1.0
AAS51888,66.0,3891.0,0.0
AAS51888,67.0,3966.0,0.0
AAS51888,68.0,4017.0,0.0
AAS51888,69.0,4096.0,1.0
AAS51888,70.0,4164.0,0.0
AAS51888,71.0,4264.0,1.0
AAS51888,72.0,4367.0,2.0
AAS51888,73.0,4399.0,1.0
AAS51888,74.0,4474.0,1.0
AAS51888,75.0,4557.0,0.0
AAS51888,76.0,4582.0,1.0
AAS51888,77.0,4600.0,1.0
AAS51888,78.0,4638.0,0.0
AAS51888,79.0,4782.0,0.0
AAS51888,80.0,4882.0,1.0
AAS51888,81.0,4899.0,0.0
AAS51888,82.0,5067.0,0.0
AAS51888,83.0,5077.0,1.0
AAS51888,84.0,5157.0,0.0
AAS51888,85.0,5328.0,0.0
AAS51888,86.0,5436.0,0.0
AAS51888,87.0,5448.0,0.0
AAS51888,88.0,5529.0,0.0
AAS51888,89.0,5559.0,0.0
AAS51888,90.0,5647.0,1.0
AAS51888,91.0,5661.0,0.0
AAS51888,92.0,5713.0,1.0
AAS51592,1.0,0.0,0.0
AAS51592,2.0,8.0,2.0
AAS51592,3.0,24.0,0.0
AAS51592,4.0,135.0,0.0
AAS51592,5.0,258.0,0.0
AAS51592,6.0,399.0,0.0
AAS51832,1.0,0.0,0.0
AAS51832,2.0,75.0,0.0
AAS51832,3.0,89.0,2.0
AAS51832,4.0,111.0,0.0
AAS51832,5.0,123.0,0.0
AAS51832,6.0,134.0,2.0
AAS51832,7.0,160.0,1.0
AAS51832,8.0,549.0,0.0
AAS51832,9.0,564.0,0.0
AAS51832,10.0,586.0,1.0
AAS51832,11.0,618.0,0.0
AAS51832,12.0,654.0,0.0
AAS51832,13.0,675.0,0.0
AAS51832,14.0,736.0,1.0
AAS51832,15.0,867.0,0.0
AAS51832,16.0,1092.0,0.0
AAS51832,17.0,1260.0,0.0
AAS51832,18.0,1321.0,1.0
AAS51832,19.0,1404.0,0.0
AAS52294,1.0,0.0,0.0
AAS52294,2.0,54.0,0.0
AAS52294,3.0,148.0,1.0
AAS52294,4.0,469.0,1.0
AAS52294,5.0,501.0,0.0
AAS52294,6.0,550.0,1.0
AAS52294,7.0,616.0,1.0
AAS52294,8.0,666.0,0.0
AAS52294,9.0,691.0,1.0
AAS52294,10.0,774.0,0.0
AAS52294,11.0,823.0,1.0
AAS52294,12.0,826.0,1.0
AAS52294,13.0,949.0,1.0
AAS52294,14.0,999.0,0.0
AAS52294,15.0,1008.0,0.0
AAS52294,16.0,1063.0,1.0
AAS52294,17.0,1072.0,1.0
AAS52294,18.0,1146.0,0.0
AAS52294,19.0,1209.0,0.0
AAS52294,20.0,1237.0,1.0
AAS52294,21.0,1350.0,0.0
AAS52294,22.0,1353.0,0.0
AAS52294,23.0,1372.0,1.0
AAS52294,24.0,1494.0,0.0
AAS52294,25.0,1526.0,2.0
AAS52294,26.0,1552.0,1.0
AAS52294,27.0,1584.0,0.0
AAS52294,28.0,1623.0,0.0
AAS52294,29.0,1639.0,1.0
AAS52294,30.0,1704.0,0.0
AAS52294,31.0,1737.0,0.0
AAS52294,32.0,1740.0,0.0
AAS52294,33.0,1792.0,1.0
AAS52294,34.0,1813.0,1.0
AAS52294,35.0,1825.0,1.0
AAS52294,36.0,1836.0,0.0
AAS52294,37.0,1842.0,0.0
AAS52294,38.0,1858.0,1.0
AAS52294,39.0,1864.0,1.0
AAS52294,40.0,2029.0,1.0
AAS52294,41.0,2050.0,1.0
AAS52294,42.0,2056.0,1.0
AAS52294,43.0,2114.0,2.0
AAS52294,44.0,2152.0,1.0
AAS52294,45.0,2209.0,1.0
AAS52294,46.0,2233.0,1.0
AAS52294,47.0,2257.0,1.0
AAS52294,48.0,2296.0,1.0
AAS52294,49.0,2427.0,0.0
AAS52294,50.0,2431.0,1.0
AAS52294,51.0,2449.0,1.0
AAS52294,52.0,2539.0,1.0
AAS52294,53.0,2551.0,1.0
AAS52294,54.0,2593.0,1.0
AAS52294,55.0,2617.0,1.0
AAS52294,56.0,2680.0,1.0
AAS52294,57.0,2688.0,0.0
AAS52294,58.0,2712.0,0.0
AAS52294,59.0,2721.0,0.0
AAS52294,60.0,2749.0,1.0
AAS52294,61.0,2755.0,1.0
AAS52294,62.0,2769.0,0.0
AAS52294,63.0,2817.0,0.0
AAS52294,64.0,2863.0,1.0
AAS52294,65.0,2937.0,0.0
AAS52294,66.0,3040.0,1.0
AAS52294,67.0,3088.0,1.0
AAS52294,68.0,3126.0,0.0
AAS52294,69.0,3243.0,0.0
AAS52294,70.0,3289.0,1.0
AAS52294,71.0,3424.0,1.0
AAS52294,72.0,3447.0,0.0
AAS52294,73.0,3462.0,0.0
AAS52294,74.0,3537.0,0.0
AAS52294,75.0,3580.0,1.0
AAS52294,76.0,3603.0,0.0
AAS52294,77.0,3618.0,0.0
AAS52294,78.0,3651.0,0.0
AAS52294,79.0,3673.0,1.0
AAS52294,80.0,3802.0,1.0
AAS52294,81.0,3813.0,0.0
AAS52294,82.0,3826.0,1.0
AAS52294,83.0,3838.0,1.0
AAS52294,84.0,3850.0,1.0
AAS52294,85.0,3957.0,0.0
AAS52294,86.0,4006.0,1.0
AAS52294,87.0,4024.0,1.0
AAS52294,88.0,4093.0,1.0
AAS52294,89.0,4113.0,0.0
AAS52294,90.0,4192.0,1.0
AAS52294,91.0,4200.0,0.0
AAS52294,92.0,4213.0,1.0
AAS52294,93.0,4242.0,0.0
AAS52294,94.0,4315.0,1.0
AAS52294,95.0,4318.0,1.0
AAS52294,96.0,4331.0,2.0
AAS52294,97.0,4380.0,0.0
AAS52294,98.0,4468.0,1.0
AAS52294,99.0,4512.0,0.0
AAS52294,100.0,4543.0,1.0
AAS52294,101.0,4561.0,1.0
AAS52294,102.0,4585.0,1.0
AAS52294,103.0,4618.0,1.0
AAS52294,104.0,4630.0,1.0
AAS52294,105.0,4689.0,0.0
AAS52294,106.0,4692.0,0.0
AAS52294,107.0,4734.0,0.0
AAS52294,108.0,4758.0,0.0
AAS52294,109.0,4764.0,0.0
AAS52294,110.0,4771.0,1.0
AAS52294,111.0,4813.0,1.0
AAS52190,1.0,0.0,0.0
AAS52190,2.0,11.0,2.0
AAS52190,3.0,27.0,0.0
AAS52190,4.0,34.0,1.0
AAS52190,5.0,64.0,1.0
AAS52190,6.0,103.0,1.0
AAS52190,7.0,277.0,1.0
AAS52190,8.0,366.0,0.0
AAS52190,9.0,435.0,0.0
AAS52190,10.0,483.0,0.0
AAS52190,11.0,555.0,0.0
AAS52190,12.0,649.0,1.0
AAS52190,13.0,673.0,1.0
AAS52190,14.0,760.0,1.0
AAS52190,15.0,933.0,0.0
AAS52087,1.0,0.0,0.0
AAS52087,2.0,169.0,1.0
AAS52087,3.0,180.0,0.0
AAS52087,4.0,265.0,1.0
AAS52087,5.0,289.0,1.0
AAS52087,6.0,327.0,0.0
AAS52168,1.0,0.0,0.0
AAS52168,2.0,22.0,1.0
AAS52168,3.0,50.0,2.0
AAS52168,4.0,103.0,1.0
AAS52168,5.0,168.0,0.0
AAS52168,6.0,175.0,1.0
AAS52168,7.0,195.0,0.0
AAS52168,8.0,232.0,1.0
AAS52168,9.0,318.0,0.0
AAS52168,10.0,450.0,0.0
AAS52168,11.0,573.0,0.0
AAS52168,12.0,594.0,0.0
AAS52168,13.0,615.0,0.0
AAS52168,14.0,756.0,0.0
AAS52168,15.0,769.0,1.0
AAS52168,16.0,897.0,0.0
AAS52168,17.0,1024.0,1.0
AAS52168,18.0,1056.0,0.0
AAS52168,19.0,1093.0,1.0
AAS52104,1.0,0.0,0.0
AAS52104,2.0,52.0,1.0
AAS52104,3.0,117.0,0.0
AAS52104,4.0,123.0,0.0
AAS52104,5.0,150.0,0.0
AAS52104,6.0,232.0,1.0
AAS52104,7.0,315.0,0.0
AAS52104,8.0,342.0,0.0
AAS52104,9.0,346.0,1.0
AAS52104,10.0,351.0,0.0
AAS52104,11.0,555.0,0.0
AAS52104,12.0,733.0,1.0
AAS52104,13.0,813.0,0.0
AAS52104,14.0,879.0,0.0
AAS52104,15.0,912.0,0.0
AAS52104,16.0,923.0,2.0
AAS52104,17.0,937.0,1.0
AAS52104,18.0,940.0,1.0
AAS52104,19.0,988.0,1.0
AAS52104,20.0,1042.0,1.0
AAS52104,21.0,1112.0,2.0
AAS52104,22.0,1120.0,1.0
AAS52104,23.0,1146.0,0.0
AAS52104,24.0,1283.0,2.0
AAS52104,25.0,1369.0,1.0
AAS52104,26.0,1431.0,0.0
AAS52104,27.0,1704.0,0.0
AAS52104,28.0,1738.0,1.0
AAS52104,29.0,1776.0,0.0
AAS52104,30.0,1801.0,1.0
AAS52104,31.0,1942.0,1.0
AAS52104,32.0,1968.0,0.0
AAS52104,33.0,2004.0,0.0
AAS52104,34.0,2065.0,1.0
AAS52104,35.0,2118.0,0.0
AAS52104,36.0,2154.0,0.0
AAS52104,37.0,2166.0,0.0
AAS52104,38.0,2223.0,0.0
AAS52104,39.0,2248.0,1.0
AAS52104,40.0,2262.0,0.0
AAS52104,41.0,2479.0,1.0
AAS52104,42.0,2590.0,1.0
AAS52104,43.0,2677.0,1.0
AAS52104,44.0,2707.0,1.0
AAS52104,45.0,2797.0,1.0
AAS52104,46.0,2901.0,0.0
AAS52104,47.0,2951.0,2.0
AAS52101,1.0,0.0,0.0
AAS52101,2.0,43.0,1.0
AAS52101,3.0,465.0,0.0
AAS51890,1.0,0.0,0.0
AAS51890,2.0,31.0,1.0
AAS51890,3.0,88.0,1.0
AAS51890,4.0,103.0,1.0
AAS51890,5.0,124.0,1.0
AAS51890,6.0,177.0,0.0
AAS51890,7.0,193.0,1.0
AAS51890,8.0,331.0,1.0
AAS51890,9.0,383.0,2.0
AAS51890,10.0,742.0,1.0
AAS51890,11.0,790.0,1.0
AAS51890,12.0,943.0,1.0
AAS51890,13.0,979.0,1.0
AAS51890,14.0,994.0,1.0
AAS51890,15.0,1015.0,1.0
AAS51890,16.0,1315.0,1.0
AAS51876,1.0,0.0,0.0
AAS51876,2.0,32.0,2.0
AAS51876,3.0,91.0,1.0
AAS51876,4.0,172.0,1.0
AAS51876,5.0,211.0,1.0
AAS51876,6.0,275.0,2.0
AAS51876,7.0,410.0,2.0
AAS51876,8.0,459.0,0.0
AAS51876,9.0,490.0,1.0
AAS51876,10.0,541.0,1.0
AAS51876,11.0,558.0,0.0
AAS51876,12.0,595.0,1.0
AAS51876,13.0,622.0,1.0
AAS51876,14.0,634.0,1.0
AAS51876,15.0,688.0,1.0
AAS51876,16.0,835.0,1.0
AAS51876,17.0,872.0,2.0
AAS51876,18.0,895.0,1.0
AAS51876,19.0,910.0,1.0
AAS51876,20.0,924.0,0.0
AAS51876,21.0,1042.0,1.0
AAS51876,22.0,1102.0,1.0
AAS52079,1.0,0.0,0.0
AAS52079,2.0,63.0,0.0
AAS52079,3.0,132.0,0.0
AAS52079,4.0,322.0,1.0
AAS52079,5.0,462.0,0.0
AAS52079,6.0,468.0,0.0
AAS52079,7.0,500.0,2.0
AAS51556,1.0,0.0,0.0
AAS51556,2.0,82.0,1.0
AAS51556,3.0,211.0,1.0
AAS51556,4.0,237.0,0.0
AAS51556,5.0,262.0,1.0
AAS51556,6.0,267.0,0.0
AAS51556,7.0,297.0,0.0
AAS51556,8.0,398.0,2.0
AAS51556,9.0,433.0,1.0
AAS51556,10.0,507.0,0.0
AAS51556,11.0,556.0,1.0
AAS51556,12.0,571.0,1.0
AAS51556,13.0,586.0,1.0
AAS51556,14.0,619.0,1.0
AAS51556,15.0,627.0,0.0
AAS51556,16.0,632.0,2.0
AAS51556,17.0,964.0,1.0
AAS51556,18.0,1020.0,0.0
AAS51556,19.0,1032.0,0.0
AAS51556,20.0,1213.0,1.0
AAS51556,21.0,1227.0,0.0
AAS51556,22.0,1239.0,0.0
AAS51556,23.0,1401.0,0.0
AAS51798,1.0,0.0,0.0
AAS51798,2.0,10.0,1.0
AAS51798,3.0,21.0,0.0
AAS51798,4.0,81.0,0.0
AAS51798,5.0,88.0,1.0
AAS51798,6.0,213.0,0.0
AAS51798,7.0,289.0,1.0
AAS51798,8.0,570.0,0.0
AAS51798,9.0,580.0,1.0
AAS51798,10.0,598.0,1.0
AAS51798,11.0,630.0,0.0
AAS51798,12.0,648.0,0.0
AAS51798,13.0,850.0,1.0
AAS51798,14.0,874.0,1.0
AAS51829,1.0,0.0,0.0
AAS51829,2.0,40.0,1.0
AAS51829,3.0,108.0,0.0
AAS51829,4.0,166.0,1.0
AAS51829,5.0,219.0,0.0
AAS51691,1.0,0.0,0.0
AAS51691,2.0,13.0,1.0
AAS51691,3.0,97.0,1.0
AAS51691,4.0,169.0,1.0
AAS51691,5.0,181.0,1.0
AAS51691,6.0,184.0,1.0
AAS51691,7.0,251.0,2.0
AAS51691,8.0,271.0,1.0
AAS51691,9.0,294.0,0.0
AAS51691,10.0,372.0,0.0
AAS51691,11.0,379.0,1.0
AAS51691,12.0,406.0,1.0
AAS51691,13.0,431.0,2.0
AAS51691,14.0,461.0,2.0
AAS51691,15.0,478.0,1.0
AAS51691,16.0,502.0,1.0
AAS51691,17.0,540.0,0.0
AAS51691,18.0,657.0,0.0
AAS51691,19.0,753.0,0.0
AAS51691,20.0,795.0,0.0
AAS51691,21.0,865.0,1.0
AAS51691,22.0,1065.0,0.0
AAS51691,23.0,1159.0,1.0
AAS51691,24.0,1173.0,0.0
AAS51691,25.0,1191.0,0.0
AAS51691,26.0,1198.0,1.0
AAS51691,27.0,1215.0,0.0
AAS51691,28.0,1225.0,1.0
AAS51691,29.0,1240.0,1.0
AAS51691,30.0,1270.0,1.0
AAS52042,1.0,0.0,0.0
AAS52042,2.0,55.0,1.0
AAS52042,3.0,93.0,0.0
AAS52042,4.0,387.0,0.0
AAS52042,5.0,402.0,0.0
AAS52042,6.0,429.0,0.0
AAS52042,7.0,432.0,0.0
AAS52042,8.0,444.0,0.0
AAS52042,9.0,567.0,0.0
AAS52042,10.0,588.0,0.0
AAS52042,11.0,600.0,0.0
AAS52042,12.0,618.0,0.0
AAS52042,13.0,766.0,1.0
AAS52042,14.0,847.0,1.0
AAS52042,15.0,1003.0,1.0
AAS52042,16.0,1006.0,1.0
AAS52042,17.0,1018.0,1.0
AAS52042,18.0,1021.0,1.0
AAS52042,19.0,1054.0,1.0
AAS52042,20.0,1090.0,1.0
AAS51842,1.0,0.0,0.0
AAS51842,2.0,239.0,2.0
AAS52100,1.0,0.0,0.0
AAS52100,2.0,35.0,2.0
AAS52100,3.0,162.0,0.0
AAS52100,4.0,217.0,1.0
AAS52100,5.0,241.0,1.0
AAS52100,6.0,295.0,1.0
AAS52100,7.0,312.0,0.0
AAS52100,8.0,327.0,0.0
AAS52100,9.0,537.0,0.0
AAS52100,10.0,561.0,0.0
AAS52100,11.0,993.0,0.0
AAS52100,12.0,1071.0,0.0
AAS52100,13.0,1149.0,0.0
AAS52100,14.0,1170.0,0.0
AAS52100,15.0,1198.0,1.0
AAS52100,16.0,1319.0,2.0
AAS52100,17.0,1347.0,0.0
AAS52100,18.0,1504.0,1.0
AAS51620,1.0,0.0,0.0
AAS51620,2.0,40.0,1.0
AAS51620,3.0,75.0,0.0
AAS51620,4.0,192.0,0.0
AAS51620,5.0,220.0,1.0
AAS51620,6.0,264.0,0.0
AAS51620,7.0,267.0,0.0
AAS51620,8.0,336.0,0.0
AAS51620,9.0,434.0,2.0
AAS51620,10.0,447.0,0.0
AAS51620,11.0,473.0,2.0
AAS51620,12.0,480.0,0.0
AAS51620,13.0,582.0,0.0
AAS51620,14.0,593.0,2.0
AAS51620,15.0,621.0,0.0
AAS51620,16.0,630.0,0.0
AAS51620,17.0,657.0,0.0
AAS51620,18.0,688.0,1.0
AAS51620,19.0,794.0,2.0
AAS51620,20.0,841.0,1.0
AAS51620,21.0,903.0,0.0
AAS51620,22.0,912.0,0.0
AAS51620,23.0,927.0,0.0
AAS51620,24.0,987.0,0.0
AAS51620,25.0,1053.0,0.0
AAS51620,26.0,1083.0,0.0
AAS51620,27.0,1195.0,1.0
AAS51620,28.0,1205.0,2.0
AAS51620,29.0,1209.0,0.0
AAS51620,30.0,1220.0,2.0
AAS51620,31.0,1240.0,1.0
AAS51620,32.0,1276.0,1.0
AAS51620,33.0,1284.0,0.0
AAS51620,34.0,1298.0,2.0
AAS51620,35.0,1319.0,2.0
AAS51620,36.0,1358.0,2.0
AAS51620,37.0,1512.0,0.0
AAS51620,38.0,1594.0,1.0
AAS51620,39.0,1618.0,1.0
AAS51620,40.0,1693.0,1.0
AAS51620,41.0,1702.0,1.0
AAS51620,42.0,1843.0,1.0
AAS51620,43.0,1867.0,1.0
AAS51620,44.0,1962.0,0.0
AAS51620,45.0,2011.0,1.0
AAS51620,46.0,2131.0,1.0
AAS51620,47.0,2172.0,0.0
AAS51620,48.0,2200.0,1.0
AAS51620,49.0,2233.0,1.0
AAS51620,50.0,2287.0,1.0
AAS51620,51.0,2305.0,1.0
AAS51620,52.0,2365.0,1.0
AAS51620,53.0,2371.0,1.0
AAS51620,54.0,2377.0,1.0
AAS51620,55.0,2482.0,1.0
AAS51620,56.0,2554.0,1.0
AAS51620,57.0,2598.0,0.0
AAS51620,58.0,2682.0,0.0
AAS51620,59.0,2704.0,1.0
AAS51803,1.0,0.0,0.0
AAS51803,2.0,42.0,0.0
AAS51803,3.0,186.0,0.0
AAS51803,4.0,189.0,0.0
AAS51803,5.0,237.0,0.0
AAS51803,6.0,388.0,1.0
AAS51803,7.0,423.0,0.0
AAS51803,8.0,462.0,0.0
AAS51803,9.0,481.0,1.0
AAS51803,10.0,507.0,0.0
AAS52204,1.0,0.0,0.0
AAS52204,2.0,34.0,1.0
AAS52204,3.0,103.0,1.0
AAS52204,4.0,361.0,1.0
AAS52204,5.0,429.0,0.0
AAS52204,6.0,442.0,1.0
AAS52204,7.0,549.0,0.0
AAS52204,8.0,567.0,0.0
AAS52204,9.0,823.0,1.0
AAS52204,10.0,834.0,0.0
AAS52204,11.0,864.0,0.0
AAS52222,1.0,0.0,0.0
AAS52222,2.0,30.0,0.0
AAS52222,3.0,94.0,1.0
AAS52222,4.0,172.0,1.0
AAS52222,5.0,185.0,2.0
AAS52222,6.0,268.0,1.0
AAS52222,7.0,382.0,1.0
AAS52222,8.0,396.0,0.0
AAS52222,9.0,511.0,1.0
AAS52222,10.0,651.0,0.0
AAS52222,11.0,687.0,0.0
AAS52222,12.0,733.0,1.0
AAS52222,13.0,739.0,1.0
AAS52222,14.0,751.0,1.0
AAS52222,15.0,762.0,0.0
AAS52222,16.0,804.0,0.0
AAS52222,17.0,898.0,1.0
AAS52222,18.0,907.0,1.0
AAS52222,19.0,940.0,1.0
AAS52222,20.0,1035.0,0.0
AAS52222,21.0,1131.0,0.0
AAS52222,22.0,1199.0,2.0
AAS52222,23.0,1233.0,0.0
AAS52222,24.0,1279.0,1.0
AAS52222,25.0,1299.0,0.0
AAS52222,26.0,1404.0,0.0
AAS52222,27.0,1422.0,0.0
AAS52222,28.0,1444.0,1.0
AAS52222,29.0,1518.0,0.0
AAS52222,30.0,1687.0,1.0
AAS52222,31.0,1831.0,1.0
AAS52222,32.0,1887.0,0.0
AAS52222,33.0,1957.0,1.0
AAS52222,34.0,1995.0,0.0
AAS51576,1.0,0.0,0.0
AAS51576,2.0,119.0,2.0
AAS51576,3.0,156.0,0.0
AAS51576,4.0,252.0,0.0
AAS51538,1.0,0.0,0.0
AAS51538,2.0,50.0,2.0
AAS51538,3.0,196.0,1.0
AAS51538,4.0,318.0,0.0
AAS51538,5.0,406.0,1.0
AAS51538,6.0,421.0,1.0
AAS51538,7.0,565.0,1.0
AAS51538,8.0,576.0,0.0
AAS51538,9.0,721.0,1.0
AAS51538,10.0,763.0,1.0
AAS51538,11.0,868.0,1.0
AAS51538,12.0,917.0,2.0
AAS51538,13.0,984.0,0.0
AAS51538,14.0,1004.0,2.0
AAS51538,15.0,1113.0,0.0
AAS51538,16.0,1193.0,2.0
AAS51538,17.0,1199.0,2.0
AAS51538,18.0,1224.0,0.0
AAS51538,19.0,1251.0,0.0
AAS52083,1.0,0.0,0.0
AAS52083,2.0,60.0,0.0
AAS52083,3.0,177.0,0.0
AAS52083,4.0,208.0,1.0
AAS52083,5.0,253.0,1.0
AAS52083,6.0,259.0,1.0
AAS52083,7.0,273.0,0.0
AAS52083,8.0,291.0,0.0
AAS52083,9.0,334.0,1.0
AAS52083,10.0,412.0,1.0
AAS52083,11.0,435.0,0.0
AAS52083,12.0,498.0,0.0
AAS52083,13.0,504.0,0.0
AAS52083,14.0,546.0,0.0
AAS52083,15.0,549.0,0.0
AAS52083,16.0,582.0,0.0
AAS52083,17.0,600.0,0.0
AAS52083,18.0,642.0,0.0
AAS52083,19.0,651.0,0.0
AAS52083,20.0,789.0,0.0
AAS52083,21.0,855.0,0.0
AAS52083,22.0,877.0,1.0
AAS52083,23.0,888.0,0.0
AAS52083,24.0,930.0,0.0
AAS52083,25.0,1026.0,0.0
AAS52083,26.0,1080.0,0.0
AAS52083,27.0,1119.0,0.0
AAS52083,28.0,1164.0,0.0
AAS52083,29.0,1186.0,1.0
AAS52083,30.0,1294.0,1.0
AAS52083,31.0,1400.0,2.0
AAS52083,32.0,1425.0,0.0
AAS52083,33.0,1464.0,0.0
AAS52083,34.0,1488.0,0.0
AAS52083,35.0,1521.0,0.0
AAS51988,1.0,0.0,0.0
AAS51988,2.0,208.0,1.0
AAS51988,3.0,247.0,1.0
AAS51988,4.0,336.0,0.0
AAS51988,5.0,414.0,0.0
AAS51988,6.0,657.0,0.0
AAS51988,7.0,667.0,1.0
AAS51988,8.0,708.0,0.0
AAS51988,9.0,750.0,0.0
AAS51988,10.0,837.0,0.0
AAS51988,11.0,1098.0,0.0
AAS51794,1.0,0.0,0.0
AAS51794,2.0,104.0,2.0
AAS51794,3.0,360.0,0.0
AAS51794,4.0,487.0,1.0
AAS51794,5.0,514.0,1.0
AAS51794,6.0,552.0,0.0
AAS51794,7.0,571.0,1.0
AAS51794,8.0,792.0,0.0
AAS51794,9.0,846.0,0.0
AAS51794,10.0,918.0,0.0
AAS51794,11.0,982.0,1.0
AAS51794,12.0,1188.0,0.0
AAS51558,1.0,0.0,0.0
AAS51558,2.0,68.0,2.0
AAS51558,3.0,78.0,0.0
AAS51558,4.0,156.0,0.0
AAS51558,5.0,380.0,2.0
AAS51891,1.0,0.0,0.0
AAS51891,2.0,31.0,1.0
AAS51891,3.0,183.0,0.0
AAS51891,4.0,323.0,2.0
AAS51891,5.0,588.0,0.0
AAS52028,1.0,0.0,0.0
AAS52028,2.0,31.0,1.0
AAS52028,3.0,124.0,1.0
AAS52028,4.0,167.0,2.0
AAS52028,5.0,220.0,1.0
AAS52028,6.0,337.0,1.0
AAS52028,7.0,358.0,1.0
AAS52028,8.0,571.0,1.0
AAS52028,9.0,601.0,1.0
AAS52028,10.0,721.0,1.0
AAS52028,11.0,793.0,1.0
AAS52230,1.0,0.0,0.0
AAS52230,2.0,64.0,1.0
AAS52230,3.0,75.0,0.0
AAS52230,4.0,471.0,0.0
AAS52230,5.0,511.0,1.0
AAS52230,6.0,520.0,1.0
AAS52230,7.0,614.0,2.0
AAS52230,8.0,621.0,0.0
AAS52230,9.0,697.0,1.0
AAS52230,10.0,709.0,1.0
AAS52230,11.0,727.0,1.0
AAS52230,12.0,736.0,1.0
AAS52230,13.0,759.0,0.0
AAS52230,14.0,874.0,1.0
AAS52230,15.0,1060.0,1.0
AAS52230,16.0,1072.0,1.0
AAS52230,17.0,1153.0,1.0
AAS52230,18.0,1294.0,1.0
